open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1.67336E+12,15.94,16.316,15.917,16.125,5553466,1.67336E+12,89557259.15,120979,2828533,45622021.14,0
1.67336E+12,16.126,16.489,16.05,16.231,5030817,1.67337E+12,81777643.75,107075,2621663,42626096.51,0
1.67337E+12,16.232,16.233,16.02,16.101,1798648,1.67337E+12,28993016.4,46768,913297,14723809.41,0
1.67337E+12,16.101,16.388,16.047,16.354,1843857,1.67337E+12,29901064.48,43633,973738,15789848.22,0
1.67337E+12,16.355,16.464,16.26,16.444,2246776,1.67338E+12,36796625.48,53641,1118093,18313869.82,0
1.67338E+12,16.448,16.458,16.261,16.381,1375835,1.67338E+12,22496696.62,36080,651770,10657027.25,0
1.67338E+12,16.38,16.718,16.23,16.612,3111093,1.67338E+12,51314978.15,67631,1606524,26497740.87,0
1.67338E+12,16.611,16.612,16.365,16.403,2058093,1.67339E+12,33909592.67,47609,1038507,17111856.71,0
1.67339E+12,16.404,16.42,16.181,16.272,1263347,1.67339E+12,20592057.52,32854,563399,9184869.449,0
1.67339E+12,16.271,16.343,16.127,16.191,1516728,1.6734E+12,24600777.17,39271,724032,11745143.39,0
1.6734E+12,16.191,16.323,16.063,16.151,2126930,1.6734E+12,34403418.92,51818,1095143,17722537.4,0
